Name,Address,Phone,Website,Rating,Review Count
Rockler Woodworking and Hardware - Brentwood,"Cool Springs Pointe Shopping Center, 1622 Galleria Blvd, Brentwood, TN 37027, USA",(629) 257-5480,https://www.rockler.com/retail/stores/tn-brentwood-store?utm_source=local&utm_medium=organic&utm_campaign=brentwood,4.8,42
Graham's Living,"244 Cool Springs Blvd, Franklin, TN 37067, USA",(615) 771-3400,https://grahamsliving.com/,4,50
Winsupply of Franklin Bath & Kitchen Idea Center,"100 Southeast Pkwy, Franklin, TN 37064, USA",(615) 790-1712,N/A,5,26
Dickens Turf & Landscape Supply,"454 Downs Blvd #160, Franklin, TN 37064, USA",(615) 265-0470,https://www.dickenssupply.com/?utm_source=2060digital&utm_medium=localseo&utm_campaign=franklin,4.8,47
Discount Plumbing & Electric,"101 Century Ct, Franklin, TN 37064, USA",(615) 794-1068,http://discountpe.com/,4.8,38
HCI Supply,"982 Lower Brownsville Rd, Jackson, TN 38301, USA",(731) 427-7725,http://hcisupplystore.com/,4.6,139
Home Outlet,"756 Old Hickory Blvd #3, Jackson, TN 38305, USA",(731) 668-9437,http://www.homeoutlet.com/store/home-outlet-jackson-tn,4.4,131
Owens Corning,"1167 Lower Brownsville Rd, Jackson, TN 38301, USA",(731) 426-7800,N/A,4.3,197
Lowe's Home Improvement,"671 Vann Dr, Jackson, TN 38305, USA",(731) 660-5424,https://www.lowes.com/store/TN-Jackson/0496?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-496-_-na-_-0-_-0&y_source=1_MTE4MzkzMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,2037
Lowe's Home Improvement,"2071 S Highland Ave, Jackson, TN 38301, USA",(731) 265-5399,https://www.lowes.com/store/TN-Jackson/1893?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1893-_-na-_-0-_-0&y_source=1_MTE4MzkyNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.3,1219
American Home Supply,"410 E Main St, Johnson City, TN 37601, USA",(423) 929-3051,N/A,4.8,130
Home Outlet,"3211 Peoples St, Johnson City, TN 37604, USA",(423) 777-8088,http://www.homeoutlet.com/store/home-outlet-johnson-city-tn,4.4,38
Tri-State Bolt LLC,"2925 Creekmore Dr, Johnson City, TN 37601, USA",(423) 282-6341,http://tristatebolt.shop/,4.2,39
Big John's Closeouts,"238 E Elk Ave, Elizabethton, TN 37643, USA",(423) 542-3117,http://www.bigjohnscloseouts.com/,4.5,380
Lowe's Home Improvement,"180 Marketplace Blvd, Johnson City, TN 37604, USA",(423) 283-4477,https://www.lowes.com/store/TN-Johnson-City/0737?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-737-_-na-_-0-_-0&y_source=1_MTE4MzMzNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.3,2396
Summers Hardware & Supply Co,"400 Buffalo St, Johnson City, TN 37604, USA",(423) 461-4700,http://www.summersindustrial.com/,5,1
Gray Station Hardware,"734 Gray Station Rd, Johnson City, TN 37615, USA",(423) 207-2420,http://graystationhardware.com/#,4.8,32
Good Co,"114 Dillon Ct, Johnson City, TN 37615, USA",(423) 477-2049,N/A,4.5,2
"L&W Supply - Johnson City, TN","8 Wesley Ct, Johnson City, TN 37601, USA",(423) 282-5106,https://lwsupply.com/locations/lw-supply-johnson-city-tn/?utm_source=google&utm_medium=organic_gmb&utm_campaign=gmbjohnson_city_tn_listing,4.6,26
Colonial Heights Hardware,"4225 Fort Henry Dr, Kingsport, TN 37663, USA",(423) 239-9117,https://www.doitbest.com/chh/,4.7,83
HobbyTown,"3607 N Roan St, Johnson City, TN 37601, USA",(423) 610-1010,https://www.hobbytown.com/,4.6,755
Johnson County Building Supply,"450 Jackson Ln, Mountain City, TN 37683, USA",(423) 727-0052,N/A,4.8,34
Cor-Tenn Kingsport,"801 E Market St, Kingsport, TN 37660, USA",(423) 408-2070,http://www.cor-ten.com/,4,4
Kingsport Holston Habitat For Humanity Restore,"750 E Main St, Kingsport, TN 37660, USA",(423) 378-4760,https://www.holstonhabitat.org/restores,3.8,180
Lowe's Home Improvement,"2526 E Stone Dr, Kingsport, TN 37660, USA",(423) 246-5660,https://www.lowes.com/store/TN-Kingsport/0718?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-718-_-na-_-0-_-0&y_source=1_MTE4MzMzMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.3,2082
Johnstone Supply,"1909 Brookside Ln, Kingsport, TN 37660, USA",(423) 246-6995,https://www.myjohnstonesupply.com/,5,4
Lowe's Home Improvement,"2324 W Stone Dr, Kingsport, TN 37660, USA",(423) 578-3220,https://www.lowes.com/store/TN-Kingsport/2773?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-2773-_-na-_-0-_-0&y_source=1_MTE4MzMzOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.3,2068
Southland Hardware,"1822 Westheimer Rd, Houston, TX 77098, USA",(713) 529-4743,https://www.southlandhardware.com/,4.5,412
C&D Hardware & Gifts,"314 E 11th St, Houston, TX 77008, USA",(713) 861-3551,https://www.doitbest.com/c-and-d-hardware-and-gifts,4.5,277
East End Hardware,"3005 Leeland St, Houston, TX 77003, USA",(713) 497-5868,N/A,4.5,443
Stokes Hardware & Supply,"3719 Irvington Blvd, Houston, TX 77009, USA",(713) 227-0294,http://www.stokeshardware.com/,4.4,208
Castle Hardware & More,"16028 West Rd, Houston, TX 77095, USA",(281) 815-5843,N/A,5,56
Dixie Hardware,"4321 Old Spanish Trl, Houston, TX 77021, USA",(713) 747-7717,N/A,4.2,356
The Nut Place,"6605 Gessner Rd, Houston, TX 77040, USA",(713) 462-3147,http://www.thenutplace.com/,4.7,122
Cox Hardware and Lumber,"1923 Wayside Dr, Houston, TX 77011, USA",(713) 923-9458,https://www.coxhardware.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness_map,4.6,713
Bering's Hardware,"3900 Bissonnet St, Houston, TX 77005, USA",(713) 665-0500,http://www.berings.com/,4.4,98
Bering's Hardware,"6102 Westheimer Rd, Houston, TX 77057, USA",(713) 785-6400,http://www.berings.com/,4.5,109
Hardware City,"14455 Memorial Dr, Houston, TX 77079, USA",(281) 496-2113,http://www.acehardware.com/mystore/index.jsp?store=05595&cid=localstore05595,4.5,783
Rockler,"3265 Southwest Fwy, Houston, TX 77027, USA",(713) 622-6567,https://www.rockler.com/retail/stores/tx-houston-store?utm_source=local&utm_medium=organic&utm_campaign=houston,4.6,212
Turner Hardware,"11730 Hempstead Rd, Houston, TX 77092, USA",(713) 682-5021,http://www.turnerhardware.com/,4.7,206
Tom's Hardware,"1503 Gessner Rd, Houston, TX 77080, USA",(713) 464-0349,http://www.acehardware.com/mystore/index.jsp?store=06778&cid=localstore06778,4.4,162
Westheimer Plumbing & Hardware,"3600 Kirby Dr #E, Houston, TX 77098, USA",(713) 942-9519,https://www.westheimerplumbing.com/,4.4,48
Lowe's Home Improvement,"1521 N Loop W, Houston, TX 77008, USA",(713) 426-6300,https://www.lowes.com/store/TX-Houston/0681?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-681-_-na-_-0-_-0&y_source=1_MTE4Mzg2NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,3.9,3270
Elliott's Hardware,"1325 Inwood Rd, Dallas, TX 75247, USA",(214) 634-9900,http://www.elliottshardware.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB&utm_content=Dallas,4.3,291
Lakewood Hardware,"7331 Gaston Ave #120, Dallas, TX 75214, USA",(214) 821-5680,http://www.acehardware.com/store-details/07666?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=07666,4.4,379
Elliott's Hardware,"9540 Garland Rd #270, Dallas, TX 75218, USA",(214) 660-9838,http://www.elliottshardware.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB&utm_content=Dallas,4.5,395
Richelieu DALLAS,"9249 King James Dr, Dallas, TX 75247, USA",(972) 484-8980,http://www.richelieu.com/,4,23
Rooster Home and Hardware,"10233 Northwest Hwy Suite 409, Dallas, TX 75238, USA",(214) 343-1971,http://www.roosterhomeandhardware.com/,4.7,276
Lowe's Home Improvement,"6011 Lemmon Ave, Dallas, TX 75209, USA",(214) 259-0021,https://www.lowes.com/store/TX-Dallas/2280?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-2280-_-na-_-0-_-0&y_source=1_MTE4Mjg1OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4,1899
Groom & Sons' Hardware,"8204 Lake June Rd, Dallas, TX 75217, USA",(214) 391-4137,http://www.doitbest.com/groom-and-sons,4.4,329
"Dallas North Builders Hardware, Inc.","6709 Levelland Rd, Dallas, TX 75252, USA",(972) 248-0645,http://dnbh.com/,3.8,13
Elliott's Hardware,"2300 Coit Rd #100, Plano, TX 75075, USA",(972) 312-0700,http://www.elliottshardware.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB&utm_content=Plano,4.7,495
"Pierce Fine Hardware, Plumbing & Lighting–Dallas Showroom","2615 W Mockingbird Ln #101, Dallas, TX 75235, USA",(214) 368-2851,http://www.piercehardware.com/,4.6,14
Lowe's Home Improvement,"1710 Chalk Hill Rd, Dallas, TX 75212, USA",(214) 257-1406,https://www.lowes.com/store/TX-Dallas/1771?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1771-_-na-_-0-_-0&y_source=1_MTE4Mjg1OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,2175
Lowe's Home Improvement,"8520 S Hampton Rd, Dallas, TX 75232, USA",(972) 228-2880,https://www.lowes.com/store/TX-Dallas/0513?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-513-_-na-_-0-_-0&y_source=1_MTE4NDUwNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,3.9,2731
Five Oaks Hardware,"3375 Thousand Oaks Dr, San Antonio, TX 78247, USA",(210) 745-2700,http://www.fiveoakshardware.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=17687,4.7,432
Johnnie Chuokes,"2361 NW Military Hwy, San Antonio, TX 78231, USA",(210) 341-1573,http://www.happyhandyman.com/,4.7,166
Sunset & Co. | Home. Hardware. Gifts.,"6438 N New Braunfels Ave, San Antonio, TX 78209, USA",(210) 930-1717,http://www.sunsetandco.com/,4.6,206
Guadalupe Lumber,"1547 S Zarzamora St, San Antonio, TX 78207, USA",(210) 223-4263,https://www.guadalupelumberco.com/,4,659
South Texas Hardware,"19790 Kurz St, Somerset, TX 78069, USA",(830) 429-3663,https://www.doitbest.com/south-texas-hardware/,4.4,155
Rockler Woodworking and Hardware - San Antonio,"309 Northwest Loop 410, San Antonio, TX 78216, USA",(726) 226-0720,https://www.rockler.com/retail/stores/tx-san-antonio-store?utm_source=local&utm_medium=organic&utm_campaign=san-antonio-store,4.9,61
Braundera Yard & Hardware Inc,"9604 Bandera Rd, San Antonio, TX 78250, USA",(210) 684-6493,https://braunderalumber.com/,4.6,123
McCoy's Building Supply,"1654 S General McMullen Dr, San Antonio, TX 78237, USA",(210) 434-4070,https://www.mccoys.com/stores/san-antonio-sc-tx,4.4,316
Texas Tool Traders,"5707 Mobud St, San Antonio, TX 78238, USA",(210) 706-9195,http://www.texastooltraders.com/,4,55
McCoy's Building Supply,"5500 Bandera Rd, San Antonio, TX 78238, USA",(210) 680-0080,https://www.mccoys.com/stores/san-antonio-nw-tx,4.4,281
McCoy's Building Supply,"1025 Kitty Hawk Rd, Universal City, TX 78148, USA",(210) 945-0286,https://www.mccoys.com/stores/universal-city-tx,4.8,473
Lowe's Home Improvement,"7901 Callaghan Rd, San Antonio, TX 78229, USA",(210) 979-7990,https://www.lowes.com/store/TX-San-Antonio/1155?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1155-_-na-_-0-_-0&y_source=1_MTE4Mjg1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,3.9,3593
Alamo Bolt & Screw Inc.,"10101 Jones Maltsberger Rd, San Antonio, TX 78216, USA",(210) 342-9544,http://alamoboltandscrewtx.com/,4.6,142
Lowe's Home Improvement,"1470 Austin Hwy, San Antonio, TX 78209, USA",(210) 828-6011,https://www.lowes.com/store/TX-San-Antonio/1645?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1645-_-na-_-0-_-0&y_source=1_MTE4Mjg1Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,2323
Breed & Company,"718 W 29th St, Austin, TX 78705, USA",(512) 474-6679,http://www.acehardware.com/,4.6,585
Breed & Company,"3663 Bee Caves Rd, Austin, TX 78746, USA",(512) 328-3960,http://www.acehardware.com/,4.6,204
Austin Tool,"210 Industrial Blvd, Austin, TX 78745, USA",(512) 447-4905,https://www.austintoolco.com/,4.6,85
Lowe's Home Improvement,"8000 Shoal Creek Blvd, Austin, TX 78757, USA",(512) 634-4330,https://www.lowes.com/store/TX-Austin/1727?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1727-_-na-_-0-_-0&y_source=1_MTE4MzQ3NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,3.9,2154
McCoy's Building Supply,"6200 Burleson Rd, Austin, TX 78744, USA",(512) 385-3866,https://www.mccoys.com/stores/austin-s-tx,4.4,242
McCoy's Building Supply,"11811 US-290, Austin, TX 78737, USA",(512) 288-3313,https://www.mccoys.com/stores/austin-290-west-tx,4.6,179
Texas Tool Traders,"2101 W Ben White Blvd, Austin, TX 78704, USA",(512) 383-8386,http://www.texastooltraders.com/,4.4,52
Atx knob and pull,"inside Inspired Closets by Maxwell’s, 7601 S Congress Ave STE 300, Austin, TX 78745, USA",(512) 413-5948,https://www.atxknobandpull.com/,4.6,21
Lowe's Home Improvement,"5510 S I-35 Frontage Rd, Austin, TX 78745, USA",(512) 441-0329,https://www.lowes.com/store/TX-Austin/0689?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-689-_-na-_-0-_-0&y_source=1_MTE4MzQ3Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4,2093
Lowe's Home Improvement,"6400 Brodie Ln, Austin, TX 78745, USA",(512) 895-5560,https://www.lowes.com/store/TX-Austin/2513?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-2513-_-na-_-0-_-0&y_source=1_MTE4MzQ3OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4,1653
Callahan's General Store,"501 S Hwy 183, Austin, TX 78741, USA",(512) 385-3452,http://callahansgeneralstore.com/,4.6,585
McCoy's Building Supply,"9001 Gateway S Blvd, El Paso, TX 79904, USA",(915) 751-8261,https://www.mccoys.com/stores/el-paso-tx,4.4,235
"Hardware Specialties & Glass Co., Inc.","214 N Virginia St, El Paso, TX 79901, USA",(915) 533-5555,http://www.hardwarespecialties.net/,4.9,140
Economy Hardware Store,"3601 Alameda Ave, El Paso, TX 79905, USA",(915) 542-1609,N/A,4.7,58
El Paso Plumbing & Hardware Supply,"7277 A, 7277A Alameda Ave, El Paso, TX 79915, USA",2289833,http://el-paso-plumbing.keeq.io/,4.8,45
CRK FERRETERIA LLC,"4022 Montana Ave, El Paso, TX 79903, USA",(915) 566-8845,N/A,4.6,373
Lowe's Home Improvement,"4531 Woodrow Bean Transmountain, El Paso, TX 79924, USA",(915) 755-9155,https://www.lowes.com/store/TX-El-Paso/1137?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1137-_-na-_-0-_-0&y_source=1_MTE4NDM4OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,3699
So-Lo Hardware,"11130 Rojas Dr, El Paso, TX 79935, USA",(915) 351-6868,https://solohardware.shop/,4.9,19
Hardware Piramide,"4929 Dyer St, El Paso, TX 79930, USA",(915) 358-2787,N/A,4.6,128
Lowe's Home Improvement,"11950 Rojas Dr, El Paso, TX 79936, USA",(915) 592-5933,https://www.lowes.com/store/TX-El-Paso/1146?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1146-_-na-_-0-_-0&y_source=1_MTE4NDM4Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,3804
Lowe's Home Improvement,"430 Redd Rd, El Paso, TX 79912, USA",(915) 581-4401,https://www.lowes.com/store/TX-El-Paso/1152?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1152-_-na-_-0-_-0&y_source=1_MTE4NDM4Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,2656
Rio Industrial Supply Co,"3522 Frutas Ave, El Paso, TX 79905, USA",(915) 533-0984,N/A,4.1,30
Hulen Ace-66 Hardware,"4551 Sycamore School Rd, Fort Worth, TX 76133, USA",(817) 346-6800,http://www.acehardware.com/store-details/15229?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=15229,4.6,1010
T & C Hardware Inc,"5533 Jacksboro Hwy, Fort Worth, TX 76114, USA",(817) 626-3089,http://www.acehardware.com/store-details/08164?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=08164,4.4,479
3 H Hardware Inc.,"2217 8th Ave, Fort Worth, TX 76110, USA",(817) 926-8443,N/A,4.4,222
Lowe's Home Improvement,"4305 Bryant Irvin Rd, Fort Worth, TX 76132, USA",(817) 738-2060,https://www.lowes.com/store/TX-Fort-Worth/0525?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-525-_-na-_-0-_-0&y_source=1_MTE4NDE1OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,2264
"Builders Surplus Yee Haa - Haltom City, Texas","5832 E Belknap St, Haltom City, TX 76117, USA",(817) 831-3600,http://www.builderssurplusyeehaa.com/,4.8,2651
Riverside Hardware,"3321 NE 28th St, Fort Worth, TX 76111, USA",(817) 489-5732,N/A,4.7,81
Elkins Hardware,"128 S Saginaw Blvd, Saginaw, TX 76179, USA",(817) 232-1416,https://www.elkinshardware.com/,4.4,222
Foster Hardware,"4400 Little Rd, Arlington, TX 76016, USA",(817) 478-4511,http://www.acehardware.com/store-details/08709?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=08709,4.5,562
Poly Hardware Inc,"3115 Vaughn Blvd, Fort Worth, TX 76105, USA",(817) 535-8241,N/A,4.6,253
Forest Hill Lumber Co,"3370 Mansfield Hwy, Forest Hill, TX 76119, USA",(817) 534-5944,https://www.foresthilllumberandhardware.com/,4.6,85
Morey Lumber & Hardware Co,"3321 NE 28th St, Fort Worth, TX 76111, USA",N/A,N/A,4.4,101
Haltom Hardware,"3177 Denton Hwy, Fort Worth, TX 76117, USA",(817) 831-6451,http://www.acehardware.com/store-details/17724?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=17724,4.5,400
Lancaster Hardware,"3700 E Lancaster Ave, Fort Worth, TX 76103, USA",(817) 945-1535,N/A,4.8,66
Rockler Woodworking & Hardware - Arlington,"3810 S Cooper St, Arlington, TX 76015, USA",(817) 417-0070,https://www.rockler.com/retail/stores/tx-arlington-store?utm_source=local&utm_medium=organic&utm_campaign=arlington,4.8,158
Lowe's Home Improvement,"1000 W Arbrook Blvd, Arlington, TX 76015, USA",(817) 419-9755,https://www.lowes.com/store/TX-Arlington/0520?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-520-_-na-_-0-_-0&y_source=1_MTE4NDE1MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4,2795
Texas Tool Traders,"2215 E Division St, Arlington, TX 76011, USA",(817) 640-9846,http://www.texastooltraders.com/,4.3,45
GEN Tools,"1282 W Arkansas Ln, Arlington, TX 76013, USA",(817) 755-0833,http://gentools.store/,4.4,67
NewWay Tools & Electronics,"1655 New York Ave, Arlington, TX 76010, USA",(682) 251-5572,https://www.facebook.com/NW.hardwaretools,5,32
McCoy's Building Supply,"5909 Holly Rd, Corpus Christi, TX 78412, USA",(361) 992-0555,https://www.mccoys.com/stores/corpus-christi-s-tx,4.3,126
McCoy's Building Supply,"1602 N Padre Island Dr, Corpus Christi, TX 78408, USA",(361) 289-2832,https://www.mccoys.com/stores/corpus-christi-n-tx,4.4,136
Western Auto,"10605 Leopard St, Corpus Christi, TX 78410, USA",(361) 241-7445,http://www.acecommercial.org/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=08970,4.3,444
Lowe's Home Improvement,"1530 Airline Rd, Corpus Christi, TX 78412, USA",(361) 673-9000,https://www.lowes.com/store/TX-Corpus-Christi/1825?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1825-_-na-_-0-_-0&y_source=1_MTE4MzIyMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,3224
No Hassle Tools and More,"4701 Ayers St Suite 103, Corpus Christi, TX 78415, USA",(361) 249-2941,https://www.facebook.com/nohassletoolsandmore?mibextid=LQQJ4d,4.9,24
McCoy's Building Supply,"2118 W Wheeler Ave, Aransas Pass, TX 78336, USA",(361) 758-8081,https://www.mccoys.com/stores/aransas-pass-tx,4.4,180
Corpus Christi Builders Hardware,"2006 Saratoga Blvd, Corpus Christi, TX 78417, USA",(361) 857-0767,https://www.ccbhinc.com/,4.4,7
Texas Wood Supply,"6525 Ayers St, Corpus Christi, TX 78415, USA",(361) 857-7770,https://texaswoodsupply.com/,4.7,63
C & K Builders Hardware,"3910 Saturn Rd, Corpus Christi, TX 78413, USA",(361) 853-0149,http://www.ckbuildershardware.com/,4.3,13
"Sheinberg Tool Co., Inc.","4575 Agnes St, Corpus Christi, TX 78405, USA",(361) 888-9231,http://www.sheinbergtool.com/,4.5,55
MG Building Materials,"7436 S Padre Island Dr #4329, Corpus Christi, TX 78412, USA",(361) 884-9811,https://www.mgbuildingmaterials.com/,4.1,167
Lone Star Hardware & Paint,"1021 US-181 Frontage, Portland, TX 78374, USA",(361) 777-0665,https://www.lonestarhardwareandpaint.com/,4.6,200
Texas Safe & Lock Corporation,"1111 Jupiter Rd Suite 110B, Plano, TX 75074, USA",(469) 467-7233,http://texassafeandlock.com/,4.7,108
Rockler Woodworking and Hardware - Frisco,"2930 Preston Rd #850, Frisco, TX 75034, USA",(214) 308-6425,https://www.rockler.com/retail/stores/tx-frisco-store?utm_source=local&utm_medium=organic&utm_campaign=frisco,4.7,154
Lowe's Home Improvement,"19210 Preston Rd, Dallas, TX 75252, USA",(972) 769-0343,https://www.lowes.com/store/TX-Dallas/0665?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-665-_-na-_-0-_-0&y_source=1_MTE4NDUyMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,1343
Lowe's Home Improvement,"5001 Central Expy, Plano, TX 75023, USA",(972) 633-0424,https://www.lowes.com/store/TX-Plano/0505?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-505-_-na-_-0-_-0&y_source=1_MTE4NDUxOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4,1405
Elliott's Hardware,"113 Prairie Rd, Fairview, TX 75069, USA",(469) 625-2130,http://www.elliottshardware.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB&utm_content=Fairview,4.6,286
A-1 Locksmith - Plano,"1100 W Parker Rd, Plano, TX 75075, USA",(972) 284-7522,https://www.a-1locksmith.com/plano/,4.4,230
Locke Supply Co - #139 - Plumbing Supply,"2430 K AVENUE PLUMBING SUITE, Plano, TX 75074, USA",(972) 516-0497,https://www.lockesupply.com/,4.3,184
At Home,"2704 Central Expy, Plano, TX 75074, USA",(469) 609-3000,https://www.athome.com/store/texas-plano-east/,4.3,1291
Redbud Center,"1150 Slide Rd, Lubbock, TX 79416, USA",N/A,N/A,4.2,359
Lowe's Home Improvement,"5022 W Loop 289 Acc Rd, Lubbock, TX 79424, USA",(806) 791-3000,https://www.lowes.com/store/TX-Lubbock/0271?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-271-_-na-_-0-_-0&y_source=1_MTE4NDA5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4,2831
Texas Tool & Equipment,"3102 Avenue A, Lubbock, TX 79404, USA",(806) 763-1641,http://www.texas-tool.com/,4.4,69
1 Tool Guy,"2415 73rd St shop 10, Lubbock, TX 79423, USA",(806) 317-7725,N/A,4.7,25
Abercrombie Lumber Co,"330 Buddy Holly Ave, Lubbock, TX 79401, USA",(806) 763-5224,N/A,4.8,41
Gaydon Wholesale Lumber,"2511 Oberlin St, Lubbock, TX 79415, USA",(806) 762-1468,http://www.gaydonlumber.com/,4.9,49
Big R Surplus & Salvage,"6923 E TX-114, Lubbock, TX 79407, USA",(806) 885-4070,N/A,4.5,54
Marshalls Industrial Hardware,"2210 California Ave, Salt Lake City, UT 84104, USA",(801) 978-0555,http://www.marshallshardwaresaltlakecity.com/,4.6,385
Lowe's Home Improvement,"1335 S 300 W, Salt Lake City, UT 84115, USA",(801) 828-1640,https://www.lowes.com/store/UT-Salt-Lake-City/2275?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-2275-_-na-_-0-_-0&y_source=1_MTE4NDA1My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,2685
Hardware Apartments,"455 W 200 N, Salt Lake City, UT 84103, USA",(833) 775-1977,https://www.hardwareapartments.com/?rccustomid=NDc5NzM%3D-8iiZ9M%2B8Bbk%3D&utm_source=gmb&utm_medium=organic,4.4,309
Salt Lake Hardware Building,"155 N 400 W, Salt Lake City, UT 84101, USA",N/A,N/A,4.6,47
"Page Custom Supply, LLC","47 N Orange St Suite D 3-4, Salt Lake City, UT 84116, USA",(801) 410-4998,http://pagecustomsupplyllc.com/,4.9,40
RH Salt Lake City | The Gallery at City Creek,"50 S Main St #125, Salt Lake City, UT 84101, USA",(801) 532-4666,https://www.rh.com/store-locations/index.jsp,3.8,77
NPS Store Industrial,"1601 Empire Rd, Salt Lake City, UT 84104, USA",(801) 886-8285,http://npsstore.com/,3.6,437
Advanced Hardware Supply,"1268 3600 W, Salt Lake City, UT 84104, USA",(801) 975-2670,https://advancedhardwaresupply.com/,4.4,77
Riverton Hardware & Building Supplies,"12773 S Redwood Rd, Riverton, UT 84065, USA",(801) 254-3921,https://rivertonhardware.com/,4.7,221
Walmart Supercenter,"350 Hope Ave, Salt Lake City, UT 84115, USA",(801) 484-7311,https://www.walmart.com/store/3589-salt-lake-city-ut/?veh=seo_loc,3.6,11516
"Bolt & Nut Supply Co,","2702 3600 W # E, West Valley City, UT 84119, USA",(801) 972-4488,http://www.boltandnutsupplyco.com/,4.6,44
Standard Plumbing Supply Hardware,"3915 W 4700 S, Taylorsville, UT 84129, USA",(385) 297-8196,http://www.acehardware.com/store-details/17063?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=17063,4.4,203
Lowe's Home Improvement,"4050 S 5600 W, West Valley City, UT 84120, USA",(801) 967-6829,https://www.lowes.com/store/UT-West-Valley-City/1133?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1133-_-na-_-0-_-0&y_source=1_MTE4NDA1NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,2621
Page Industrial Supply Fasteners Anchor Bolts Salt Lake City Utah,"2485 Constitution Blvd, West Valley City, UT 84119, USA",(801) 973-8831,http://www.pageindustrial.com/,4.6,12
